ID,Cancer
test_5710,Benign
test_5711,Malignant
test_5712,Benign
test_5713,Malignant
test_5714,Malignant
test_5715,Malignant
test_5716,Benign
test_5717,Malignant
test_5718,Malignant
test_5719,Benign
test_5720,Benign
test_5721,Malignant
test_5722,Malignant
test_5723,Benign
test_5724,Benign
test_5725,Malignant
test_5726,Benign
test_5727,Malignant
test_5728,Benign
test_5729,Malignant
test_5730,Benign
test_5731,Malignant
test_5732,Malignant
test_5733,Benign
test_5734,Benign
test_5735,Malignant
test_5736,Benign
test_5737,Malignant
test_5738,Malignant
test_5739,Benign
test_5740,Benign
test_5741,Malignant
test_5742,Benign
test_5743,Benign
test_5744,Benign
test_5745,Malignant
test_5746,Benign
test_5747,Malignant
test_5748,Benign
test_5749,Malignant
test_5750,Malignant
test_5751,Malignant
test_5752,Malignant
test_5753,Malignant
test_5754,Malignant
test_5755,Benign
test_5756,Benign
test_5757,Malignant
test_5758,Benign
test_5759,Malignant
test_5760,Benign
test_5761,Benign
test_5762,Malignant
test_5763,Malignant
test_5764,Malignant
test_5765,Benign
test_5766,Malignant
test_5767,Malignant
test_5768,Malignant
test_5769,Malignant
test_5770,Benign
test_5771,Benign
test_5772,Benign
test_5773,Malignant
test_5774,Malignant
test_5775,Malignant
test_5776,Benign
test_5777,Malignant
test_5778,Benign
test_5779,Benign
test_5780,Malignant
test_5781,Benign
test_5782,Benign
test_5783,Benign
test_5784,Benign
test_5785,Benign
test_5786,Malignant
test_5787,Benign
test_5788,Benign
test_5789,Benign
test_5790,Malignant
test_5791,Benign
test_5792,Benign
test_5793,Malignant
test_5794,Malignant
test_5795,Benign
test_5796,Benign
test_5797,Malignant
test_5798,Malignant
test_5799,Benign
test_5800,Benign
test_5801,Malignant
test_5802,Benign
test_5803,Benign
test_5804,Benign
test_5805,Benign
test_5806,Benign
test_5807,Benign
test_5808,Benign
test_5809,Benign
test_5810,Benign
test_5811,Benign
test_5812,Malignant
test_5813,Benign
test_5814,Malignant
test_5815,Malignant
test_5816,Benign
test_5817,Benign
test_5818,Benign
test_5819,Malignant
test_5820,Benign
test_5821,Benign
test_5822,Benign
test_5823,Benign
test_5824,Malignant
test_5825,Malignant
test_5826,Benign
test_5827,Malignant
test_5828,Benign
test_5829,Malignant
test_5830,Malignant
test_5831,Malignant
test_5832,Malignant
test_5833,Benign
test_5834,Benign
test_5835,Malignant
test_5836,Malignant
test_5837,Malignant
test_5838,Benign
test_5839,Benign
test_5840,Benign
test_5841,Benign
test_5842,Malignant
test_5843,Malignant
test_5844,Benign
test_5845,Malignant
test_5846,Malignant
test_5847,Benign
test_5848,Benign
test_5849,Malignant
test_5850,Benign
test_5851,Benign
test_5852,Malignant
test_5853,Malignant
test_5854,Benign
test_5855,Benign
test_5856,Malignant
test_5857,Malignant
test_5858,Malignant
test_5859,Malignant
test_5860,Malignant
test_5861,Benign
test_5862,Malignant
test_5863,Benign
test_5864,Benign
test_5865,Benign
test_5866,Benign
test_5867,Benign
test_5868,Malignant
test_5869,Malignant
test_5870,Malignant
test_5871,Malignant
test_5872,Benign
test_5873,Malignant
test_5874,Benign
test_5875,Malignant
test_5876,Benign
test_5877,Benign
test_5878,Malignant
test_5879,Malignant
test_5880,Malignant
test_5881,Malignant
test_5882,Benign
test_5883,Benign
test_5884,Benign
test_5885,Malignant
test_5886,Malignant
test_5887,Benign
test_5888,Malignant
test_5889,Malignant
test_5890,Benign
test_5891,Benign
test_5892,Malignant
test_5893,Benign
test_5894,Malignant
test_5895,Benign
test_5896,Malignant
test_5897,Malignant
test_5898,Benign
test_5899,Benign
test_5900,Benign
test_5901,Benign
test_5902,Malignant
test_5903,Benign
test_5904,Malignant
test_5905,Benign
test_5906,Benign
test_5907,Malignant
test_5908,Benign
test_5909,Malignant
test_5910,Benign
test_5911,Malignant
test_5912,Benign
test_5913,Benign
test_5914,Malignant
test_5915,Malignant
test_5916,Malignant
test_5917,Malignant
test_5918,Malignant
test_5919,Benign
test_5920,Malignant
test_5921,Benign
test_5922,Benign
test_5923,Malignant
test_5924,Benign
test_5925,Benign
test_5926,Benign
test_5927,Benign
test_5928,Benign
test_5929,Malignant
test_5930,Benign
test_5931,Benign
test_5932,Malignant
test_5933,Benign
test_5934,Malignant
test_5935,Benign
test_5936,Malignant
test_5937,Benign
test_5938,Malignant
test_5939,Benign
test_5940,Malignant
test_5941,Benign
test_5942,Benign
test_5943,Benign
test_5944,Benign
test_5945,Malignant
test_5946,Malignant
test_5947,Malignant
test_5948,Malignant
test_5949,Benign
test_5950,Benign
test_5951,Malignant
test_5952,Benign
test_5953,Malignant
test_5954,Benign
test_5955,Malignant
test_5956,Benign
test_5957,Benign
test_5958,Benign
test_5959,Benign
test_5960,Benign
test_5961,Malignant
test_5962,Benign
test_5963,Benign
test_5964,Malignant
test_5965,Benign
test_5966,Benign
test_5967,Benign
test_5968,Malignant
test_5969,Malignant
test_5970,Malignant
test_5971,Benign
test_5972,Benign
test_5973,Malignant
test_5974,Benign
test_5975,Benign
test_5976,Benign
test_5977,Benign
test_5978,Benign
test_5979,Malignant
test_5980,Malignant
test_5981,Malignant
test_5982,Malignant
test_5983,Benign
test_5984,Benign
test_5985,Malignant
test_5986,Benign
test_5987,Malignant
test_5988,Malignant
test_5989,Malignant
test_5990,Benign
test_5991,Malignant
test_5992,Malignant
test_5993,Benign
test_5994,Benign
test_5995,Benign
test_5996,Malignant
test_5997,Benign
test_5998,Benign
test_5999,Benign
test_6000,Malignant
test_6001,Malignant
test_6002,Benign
test_6003,Malignant
test_6004,Malignant
test_6005,Benign
test_6006,Malignant
test_6007,Benign
test_6008,Benign
test_6009,Benign
test_6010,Malignant
test_6011,Benign
test_6012,Malignant
test_6013,Malignant
test_6014,Benign
test_6015,Benign
test_6016,Benign
test_6017,Malignant
test_6018,Malignant
test_6019,Malignant
test_6020,Benign
test_6021,Malignant
test_6022,Malignant
test_6023,Malignant
test_6024,Malignant
test_6025,Malignant
test_6026,Benign
test_6027,Malignant
test_6028,Benign
test_6029,Benign
test_6030,Malignant
test_6031,Malignant
test_6032,Malignant
test_6033,Benign
test_6034,Benign
test_6035,Benign
test_6036,Benign
test_6037,Benign
test_6038,Benign
test_6039,Benign
test_6040,Malignant
test_6041,Malignant
test_6042,Benign
test_6043,Malignant
test_6044,Malignant
test_6045,Benign
test_6046,Benign
test_6047,Malignant
test_6048,Benign
test_6049,Malignant
test_6050,Benign
test_6051,Benign
test_6052,Benign
test_6053,Malignant
test_6054,Malignant
test_6055,Malignant
test_6056,Benign
test_6057,Benign
test_6058,Malignant
test_6059,Benign
test_6060,Benign
test_6061,Benign
test_6062,Benign
test_6063,Malignant
test_6064,Malignant
test_6065,Benign
test_6066,Malignant
test_6067,Benign
test_6068,Malignant
test_6069,Malignant
test_6070,Malignant
test_6071,Malignant
test_6072,Benign
test_6073,Benign
test_6074,Malignant
test_6075,Benign
test_6076,Benign
test_6077,Benign
test_6078,Malignant
test_6079,Benign
test_6080,Malignant
test_6081,Malignant
test_6082,Benign
test_6083,Benign
test_6084,Malignant
test_6085,Malignant
test_6086,Malignant
test_6087,Malignant
test_6088,Malignant
test_6089,Malignant
test_6090,Malignant
test_6091,Benign
test_6092,Malignant
test_6093,Benign
test_6094,Benign
test_6095,Malignant
test_6096,Malignant
test_6097,Benign
test_6098,Benign
test_6099,Benign
test_6100,Benign
test_6101,Malignant
test_6102,Benign
test_6103,Benign
test_6104,Benign
test_6105,Malignant
test_6106,Benign
test_6107,Benign
test_6108,Benign
test_6109,Benign
test_6110,Benign
test_6111,Benign
test_6112,Malignant
test_6113,Malignant
test_6114,Benign
test_6115,Malignant
test_6116,Benign
test_6117,Malignant
test_6118,Malignant
test_6119,Malignant
test_6120,Malignant
test_6121,Malignant
test_6122,Malignant
test_6123,Malignant
test_6124,Malignant
test_6125,Benign
test_6126,Malignant
test_6127,Malignant
test_6128,Malignant
test_6129,Benign
test_6130,Malignant
test_6131,Benign
test_6132,Malignant
test_6133,Benign
test_6134,Malignant
test_6135,Benign
test_6136,Malignant
test_6137,Malignant
test_6138,Benign
test_6139,Benign
test_6140,Benign
test_6141,Benign
test_6142,Benign
test_6143,Benign
test_6144,Benign
test_6145,Benign
test_6146,Benign
test_6147,Malignant
test_6148,Benign
test_6149,Malignant
test_6150,Malignant
test_6151,Malignant
test_6152,Malignant
test_6153,Benign
test_6154,Malignant
test_6155,Malignant
test_6156,Benign
test_6157,Benign
test_6158,Benign
test_6159,Benign
test_6160,Benign
test_6161,Benign
test_6162,Benign
test_6163,Benign
test_6164,Benign
test_6165,Malignant
test_6166,Malignant
test_6167,Malignant
test_6168,Benign
test_6169,Benign
test_6170,Malignant
test_6171,Malignant
test_6172,Malignant
test_6173,Malignant
test_6174,Malignant
test_6175,Benign
test_6176,Malignant
test_6177,Malignant
test_6178,Malignant
test_6179,Malignant
test_6180,Benign
test_6181,Malignant
test_6182,Benign
test_6183,Malignant
test_6184,Malignant
test_6185,Benign
test_6186,Malignant
test_6187,Benign
test_6188,Benign
test_6189,Benign
test_6190,Malignant
test_6191,Benign
test_6192,Malignant
test_6193,Benign
test_6194,Benign
test_6195,Malignant
test_6196,Malignant
test_6197,Benign
test_6198,Benign
test_6199,Benign
test_6200,Malignant
test_6201,Benign
test_6202,Malignant
test_6203,Malignant
test_6204,Malignant
test_6205,Malignant
test_6206,Benign
test_6207,Benign
test_6208,Malignant
test_6209,Benign
test_6210,Benign
test_6211,Malignant
test_6212,Benign
test_6213,Malignant
test_6214,Benign
test_6215,Malignant
test_6216,Malignant
test_6217,Malignant
test_6218,Malignant
test_6219,Benign
test_6220,Benign
test_6221,Malignant
test_6222,Benign
test_6223,Malignant
test_6224,Malignant
test_6225,Malignant
test_6226,Benign
test_6227,Malignant
test_6228,Benign
test_6229,Benign
test_6230,Benign
test_6231,Malignant
test_6232,Malignant
test_6233,Malignant
test_6234,Benign
test_6235,Benign
test_6236,Benign
test_6237,Malignant
test_6238,Malignant
test_6239,Malignant
test_6240,Benign
test_6241,Benign
test_6242,Malignant
test_6243,Malignant
test_6244,Malignant
test_6245,Malignant
test_6246,Malignant
test_6247,Malignant
test_6248,Malignant
test_6249,Malignant
test_6250,Benign
test_6251,Malignant
test_6252,Malignant
test_6253,Benign
test_6254,Benign
test_6255,Malignant
test_6256,Malignant
test_6257,Benign
test_6258,Benign
test_6259,Malignant
test_6260,Benign
test_6261,Malignant
test_6262,Malignant
test_6263,Benign
test_6264,Benign
test_6265,Malignant
test_6266,Malignant
test_6267,Benign
test_6268,Benign
test_6269,Malignant
test_6270,Malignant
test_6271,Malignant
test_6272,Benign
test_6273,Malignant
test_6274,Malignant
test_6275,Malignant
test_6276,Malignant
test_6277,Malignant
test_6278,Malignant
test_6279,Benign
test_6280,Benign
test_6281,Benign
test_6282,Benign
test_6283,Malignant
test_6284,Benign
test_6285,Benign
test_6286,Benign
test_6287,Benign
test_6288,Benign
test_6289,Malignant
test_6290,Benign
test_6291,Malignant
test_6292,Malignant
test_6293,Malignant
test_6294,Benign
test_6295,Benign
test_6296,Malignant
test_6297,Malignant
test_6298,Malignant
test_6299,Benign
test_6300,Benign
test_6301,Benign
test_6302,Malignant
test_6303,Malignant
test_6304,Benign
test_6305,Malignant
test_6306,Malignant
test_6307,Benign
test_6308,Malignant
test_6309,Benign
test_6310,Benign
test_6311,Benign
test_6312,Malignant
test_6313,Benign
test_6314,Benign
test_6315,Benign
test_6316,Benign
test_6317,Malignant
test_6318,Malignant
test_6319,Benign
test_6320,Malignant
test_6321,Malignant
test_6322,Benign
test_6323,Malignant
test_6324,Malignant
test_6325,Malignant
test_6326,Benign
test_6327,Malignant
test_6328,Benign
test_6329,Benign
test_6330,Malignant
test_6331,Benign
test_6332,Malignant
test_6333,Malignant
test_6334,Malignant
test_6335,Malignant
test_6336,Benign
test_6337,Malignant
test_6338,Malignant
test_6339,Benign
test_6340,Malignant
test_6341,Malignant
test_6342,Malignant
test_6343,Malignant
test_6344,Malignant
test_6345,Malignant
test_6346,Malignant
test_6347,Benign
test_6348,Benign
test_6349,Benign
test_6350,Benign
test_6351,Benign
test_6352,Benign
test_6353,Benign
test_6354,Benign
test_6355,Malignant
test_6356,Malignant
test_6357,Malignant
test_6358,Benign
test_6359,Benign
test_6360,Malignant
test_6361,Benign
test_6362,Malignant
test_6363,Benign
test_6364,Benign
test_6365,Malignant
test_6366,Malignant
test_6367,Benign
test_6368,Benign
test_6369,Benign
test_6370,Malignant
test_6371,Benign
test_6372,Malignant
test_6373,Benign
test_6374,Benign
test_6375,Malignant
test_6376,Benign
test_6377,Malignant
test_6378,Malignant
test_6379,Malignant
test_6380,Malignant
test_6381,Benign
test_6382,Benign
test_6383,Benign
test_6384,Malignant
test_6385,Malignant
test_6386,Benign
test_6387,Benign
test_6388,Malignant
test_6389,Benign
test_6390,Benign
test_6391,Malignant
test_6392,Benign
test_6393,Malignant
test_6394,Malignant
test_6395,Malignant
test_6396,Malignant
test_6397,Benign
test_6398,Malignant
test_6399,Malignant
test_6400,Malignant
test_6401,Malignant
test_6402,Malignant
test_6403,Malignant
test_6404,Malignant
test_6405,Malignant
test_6406,Malignant
test_6407,Benign
test_6408,Malignant
test_6409,Benign
test_6410,Malignant
test_6411,Benign
test_6412,Malignant
test_6413,Benign
test_6414,Malignant
test_6415,Malignant
test_6416,Malignant
test_6417,Benign
test_6418,Malignant
test_6419,Benign
test_6420,Benign
test_6421,Benign
test_6422,Malignant
test_6423,Benign
test_6424,Malignant
test_6425,Malignant
test_6426,Benign
test_6427,Malignant
test_6428,Benign
test_6429,Benign
test_6430,Benign
test_6431,Benign
test_6432,Malignant
test_6433,Malignant
test_6434,Benign
test_6435,Malignant
test_6436,Malignant
test_6437,Malignant
test_6438,Malignant
test_6439,Benign
test_6440,Malignant
test_6441,Benign
test_6442,Malignant
test_6443,Malignant
test_6444,Benign
test_6445,Benign
test_6446,Malignant
test_6447,Malignant
test_6448,Malignant
test_6449,Benign
test_6450,Malignant
test_6451,Malignant
test_6452,Benign
test_6453,Benign
test_6454,Benign
test_6455,Benign
test_6456,Benign
test_6457,Malignant
test_6458,Malignant
test_6459,Malignant
test_6460,Benign
test_6461,Benign
test_6462,Benign
test_6463,Malignant
test_6464,Benign
test_6465,Malignant
test_6466,Malignant
test_6467,Benign
test_6468,Malignant
test_6469,Benign
test_6470,Malignant
test_6471,Malignant
test_6472,Malignant
test_6473,Benign
test_6474,Malignant
test_6475,Benign
test_6476,Benign
test_6477,Malignant
test_6478,Malignant
test_6479,Malignant
test_6480,Benign
test_6481,Malignant
test_6482,Benign
test_6483,Malignant
test_6484,Malignant
test_6485,Benign
test_6486,Malignant
test_6487,Malignant
test_6488,Malignant
test_6489,Malignant
test_6490,Malignant
test_6491,Malignant
test_6492,Benign
test_6493,Benign
test_6494,Benign
test_6495,Malignant
test_6496,Malignant
test_6497,Benign
test_6498,Malignant
test_6499,Benign
test_6500,Malignant
test_6501,Malignant
test_6502,Malignant
test_6503,Benign
test_6504,Malignant
test_6505,Malignant
test_6506,Malignant
test_6507,Malignant
test_6508,Malignant
test_6509,Malignant
test_6510,Malignant
test_6511,Malignant
test_6512,Benign
test_6513,Benign
test_6514,Malignant
test_6515,Malignant
test_6516,Benign
test_6517,Benign
test_6518,Malignant
test_6519,Malignant
test_6520,Malignant
test_6521,Benign
test_6522,Malignant
test_6523,Benign
test_6524,Malignant
test_6525,Benign
test_6526,Benign
test_6527,Benign
test_6528,Benign
test_6529,Malignant
test_6530,Malignant
test_6531,Benign
test_6532,Malignant
test_6533,Benign
test_6534,Benign
test_6535,Benign
test_6536,Benign
test_6537,Benign
test_6538,Malignant
test_6539,Benign
test_6540,Malignant
test_6541,Malignant
test_6542,Malignant
test_6543,Benign
test_6544,Benign
test_6545,Malignant
test_6546,Benign
test_6547,Benign
test_6548,Malignant
test_6549,Benign
test_6550,Malignant
test_6551,Malignant
test_6552,Malignant
test_6553,Benign
test_6554,Benign
test_6555,Benign
test_6556,Malignant
test_6557,Benign
test_6558,Benign
test_6559,Malignant
test_6560,Benign
test_6561,Benign
test_6562,Malignant
test_6563,Benign
test_6564,Malignant
test_6565,Malignant
test_6566,Benign
test_6567,Malignant
test_6568,Malignant
test_6569,Benign
test_6570,Malignant
test_6571,Malignant
test_6572,Benign
test_6573,Malignant
test_6574,Malignant
test_6575,Malignant
test_6576,Malignant
test_6577,Benign
test_6578,Malignant
test_6579,Malignant
test_6580,Benign
test_6581,Benign
test_6582,Malignant
test_6583,Malignant
test_6584,Benign
test_6585,Benign
test_6586,Malignant
test_6587,Malignant
test_6588,Malignant
test_6589,Malignant
test_6590,Malignant
test_6591,Malignant
test_6592,Benign
test_6593,Benign
test_6594,Benign
test_6595,Benign
test_6596,Malignant
test_6597,Malignant
test_6598,Malignant
test_6599,Benign
test_6600,Benign
test_6601,Benign
test_6602,Benign
test_6603,Malignant
test_6604,Benign
test_6605,Malignant
test_6606,Malignant
test_6607,Benign
test_6608,Malignant
test_6609,Benign
test_6610,Benign
test_6611,Benign
test_6612,Malignant
test_6613,Malignant
test_6614,Benign
test_6615,Benign
test_6616,Malignant
test_6617,Malignant
test_6618,Benign
test_6619,Benign
test_6620,Benign
test_6621,Benign
test_6622,Benign
test_6623,Malignant
test_6624,Benign
test_6625,Malignant
test_6626,Benign
test_6627,Benign
test_6628,Benign
test_6629,Malignant
test_6630,Malignant
test_6631,Benign
test_6632,Malignant
test_6633,Malignant
test_6634,Malignant
test_6635,Benign
test_6636,Benign
test_6637,Malignant
test_6638,Benign
test_6639,Malignant
test_6640,Malignant
test_6641,Malignant
test_6642,Malignant
test_6643,Malignant
test_6644,Malignant
test_6645,Benign
test_6646,Malignant
test_6647,Malignant
test_6648,Benign
test_6649,Benign
test_6650,Malignant
test_6651,Malignant
test_6652,Malignant
test_6653,Malignant
test_6654,Malignant
test_6655,Benign
test_6656,Malignant
test_6657,Malignant
test_6658,Benign
test_6659,Malignant
test_6660,Benign
test_6661,Benign
test_6662,Benign
test_6663,Malignant
test_6664,Malignant
test_6665,Malignant
test_6666,Benign
test_6667,Benign
test_6668,Benign
test_6669,Benign
test_6670,Malignant
test_6671,Benign
test_6672,Malignant
test_6673,Malignant
test_6674,Malignant
test_6675,Malignant
test_6676,Malignant
test_6677,Benign
test_6678,Benign
test_6679,Malignant
test_6680,Malignant
test_6681,Benign
test_6682,Benign
test_6683,Malignant
test_6684,Benign
test_6685,Benign
test_6686,Malignant
test_6687,Malignant
test_6688,Malignant
test_6689,Benign
test_6690,Malignant
test_6691,Benign
test_6692,Benign
test_6693,Benign
test_6694,Malignant
test_6695,Malignant
test_6696,Malignant
test_6697,Malignant
test_6698,Malignant
test_6699,Malignant
test_6700,Malignant
test_6701,Benign
test_6702,Benign
test_6703,Benign
test_6704,Malignant
test_6705,Benign
test_6706,Benign
test_6707,Malignant
test_6708,Malignant
test_6709,Benign
test_6710,Malignant
test_6711,Benign
test_6712,Benign
test_6713,Benign
test_6714,Malignant
test_6715,Malignant
test_6716,Malignant
test_6717,Malignant
test_6718,Malignant
test_6719,Malignant
test_6720,Benign
test_6721,Malignant
test_6722,Benign
test_6723,Benign
test_6724,Malignant
test_6725,Benign
test_6726,Benign
test_6727,Malignant
test_6728,Benign
test_6729,Malignant
test_6730,Benign
test_6731,Malignant
test_6732,Malignant
test_6733,Benign
test_6734,Malignant
test_6735,Malignant
test_6736,Malignant
test_6737,Malignant
test_6738,Malignant
test_6739,Benign
test_6740,Malignant
test_6741,Malignant
test_6742,Malignant
test_6743,Malignant
test_6744,Malignant
test_6745,Malignant
test_6746,Benign
test_6747,Benign
test_6748,Benign
test_6749,Benign
test_6750,Malignant
test_6751,Malignant
test_6752,Benign
test_6753,Benign
test_6754,Malignant
test_6755,Benign
test_6756,Malignant
test_6757,Malignant
test_6758,Benign
test_6759,Benign
test_6760,Malignant
test_6761,Benign
test_6762,Benign
test_6763,Malignant
test_6764,Malignant
test_6765,Benign
test_6766,Benign
test_6767,Benign
test_6768,Malignant
test_6769,Benign
test_6770,Malignant
test_6771,Benign
test_6772,Benign
test_6773,Benign
test_6774,Malignant
test_6775,Benign
test_6776,Malignant
test_6777,Malignant
test_6778,Malignant
test_6779,Malignant
test_6780,Benign
test_6781,Benign
test_6782,Malignant
test_6783,Malignant
test_6784,Benign
test_6785,Malignant
test_6786,Malignant
test_6787,Malignant
test_6788,Malignant
test_6789,Benign
test_6790,Malignant
test_6791,Benign
test_6792,Benign
test_6793,Malignant
test_6794,Malignant
test_6795,Benign
test_6796,Benign
test_6797,Benign
test_6798,Benign
test_6799,Malignant
test_6800,Malignant
test_6801,Malignant
test_6802,Benign
test_6803,Benign
test_6804,Malignant
test_6805,Malignant
test_6806,Benign
test_6807,Benign
test_6808,Benign
test_6809,Malignant
test_6810,Benign
test_6811,Malignant
test_6812,Malignant
test_6813,Benign
test_6814,Benign
test_6815,Malignant
test_6816,Malignant
test_6817,Benign
test_6818,Malignant
test_6819,Malignant
test_6820,Malignant
test_6821,Benign
test_6822,Benign
test_6823,Malignant
test_6824,Malignant
test_6825,Benign
test_6826,Malignant
test_6827,Benign
test_6828,Benign
test_6829,Malignant
test_6830,Benign
test_6831,Benign
test_6832,Malignant
test_6833,Benign
test_6834,Benign
test_6835,Benign
test_6836,Benign
test_6837,Malignant
test_6838,Malignant
test_6839,Benign
test_6840,Malignant
test_6841,Benign
test_6842,Benign
test_6843,Malignant
test_6844,Malignant
test_6845,Benign
test_6846,Malignant
test_6847,Malignant
test_6848,Benign
test_6849,Benign
test_6850,Malignant
test_6851,Malignant
test_6852,Benign
test_6853,Benign
test_6854,Benign
test_6855,Malignant
test_6856,Malignant
test_6857,Benign
test_6858,Malignant
test_6859,Malignant
test_6860,Malignant
test_6861,Malignant
test_6862,Benign
test_6863,Malignant
test_6864,Malignant
test_6865,Malignant
test_6866,Malignant
test_6867,Malignant
test_6868,Malignant
test_6869,Malignant
test_6870,Benign
test_6871,Benign
test_6872,Benign
test_6873,Benign
test_6874,Benign
test_6875,Malignant
test_6876,Benign
test_6877,Malignant
test_6878,Malignant
test_6879,Malignant
test_6880,Malignant
test_6881,Benign
test_6882,Benign
test_6883,Benign
test_6884,Malignant
test_6885,Benign
test_6886,Malignant
test_6887,Malignant
test_6888,Malignant
test_6889,Benign
test_6890,Benign
test_6891,Malignant
test_6892,Malignant
test_6893,Malignant
test_6894,Malignant
test_6895,Benign
test_6896,Benign
test_6897,Benign
test_6898,Malignant
test_6899,Benign
test_6900,Benign
test_6901,Benign
test_6902,Malignant
test_6903,Benign
test_6904,Benign
test_6905,Malignant
test_6906,Malignant
test_6907,Malignant
test_6908,Malignant
test_6909,Malignant
test_6910,Malignant
test_6911,Benign
test_6912,Benign
test_6913,Benign
test_6914,Malignant
test_6915,Malignant
test_6916,Benign
test_6917,Malignant
test_6918,Malignant
test_6919,Benign
test_6920,Malignant
test_6921,Benign
test_6922,Malignant
test_6923,Benign
test_6924,Benign
test_6925,Malignant
test_6926,Malignant
test_6927,Malignant
test_6928,Benign
test_6929,Benign
test_6930,Malignant
test_6931,Malignant
test_6932,Malignant
test_6933,Benign
test_6934,Malignant
test_6935,Malignant
test_6936,Benign
test_6937,Malignant
test_6938,Benign
test_6939,Benign
test_6940,Benign
test_6941,Malignant
test_6942,Benign
test_6943,Malignant
test_6944,Benign
test_6945,Benign
test_6946,Benign
test_6947,Malignant
test_6948,Malignant
test_6949,Benign
test_6950,Malignant
test_6951,Benign
test_6952,Benign
test_6953,Malignant
test_6954,Benign
test_6955,Malignant
test_6956,Malignant
test_6957,Benign
test_6958,Malignant
test_6959,Malignant
test_6960,Benign
test_6961,Benign
test_6962,Malignant
test_6963,Benign
test_6964,Malignant
test_6965,Malignant
test_6966,Benign
test_6967,Malignant
test_6968,Benign
test_6969,Benign
test_6970,Malignant
test_6971,Malignant
test_6972,Benign
test_6973,Benign
test_6974,Benign
test_6975,Benign
test_6976,Benign
test_6977,Malignant
test_6978,Malignant
test_6979,Benign
test_6980,Benign
test_6981,Benign
test_6982,Benign
test_6983,Benign
test_6984,Benign
test_6985,Malignant
test_6986,Benign
test_6987,Malignant
test_6988,Malignant
test_6989,Benign
test_6990,Malignant
test_6991,Benign
test_6992,Benign
test_6993,Benign
test_6994,Malignant
test_6995,Benign
test_6996,Benign
test_6997,Benign
test_6998,Malignant
test_6999,Benign
test_7000,Malignant
test_7001,Malignant
test_7002,Malignant
test_7003,Malignant
test_7004,Benign
test_7005,Benign
test_7006,Benign
test_7007,Malignant
test_7008,Malignant
test_7009,Malignant
test_7010,Benign
test_7011,Malignant
test_7012,Benign
test_7013,Malignant
test_7014,Malignant
test_7015,Malignant
test_7016,Benign
test_7017,Benign
test_7018,Benign
test_7019,Malignant
test_7020,Malignant
test_7021,Malignant
test_7022,Malignant
test_7023,Benign
test_7024,Malignant
test_7025,Benign
test_7026,Benign
test_7027,Benign
test_7028,Benign
test_7029,Benign
test_7030,Malignant
test_7031,Malignant
test_7032,Malignant
test_7033,Malignant
test_7034,Benign
test_7035,Malignant
test_7036,Benign
test_7037,Benign
test_7038,Malignant
test_7039,Malignant
test_7040,Benign
test_7041,Benign
test_7042,Malignant
test_7043,Malignant
test_7044,Benign
test_7045,Benign
test_7046,Malignant
test_7047,Benign
test_7048,Malignant
test_7049,Malignant
test_7050,Malignant
test_7051,Benign
test_7052,Malignant
test_7053,Malignant
test_7054,Benign
test_7055,Benign
test_7056,Malignant
test_7057,Benign
test_7058,Benign
test_7059,Benign
test_7060,Malignant
test_7061,Benign
test_7062,Benign
test_7063,Malignant
test_7064,Malignant
test_7065,Benign
test_7066,Benign
test_7067,Benign
test_7068,Benign
test_7069,Benign
test_7070,Benign
test_7071,Benign
test_7072,Malignant
test_7073,Malignant
test_7074,Benign
test_7075,Malignant
test_7076,Benign
test_7077,Malignant
test_7078,Benign
test_7079,Malignant
test_7080,Malignant
test_7081,Malignant
test_7082,Malignant
test_7083,Benign
test_7084,Malignant
test_7085,Malignant
test_7086,Benign
test_7087,Benign
test_7088,Benign
test_7089,Benign
test_7090,Malignant
test_7091,Malignant
test_7092,Benign
test_7093,Malignant
test_7094,Malignant
test_7095,Malignant
test_7096,Benign
test_7097,Malignant
test_7098,Malignant
test_7099,Malignant
test_7100,Malignant
test_7101,Malignant
test_7102,Malignant
test_7103,Malignant
test_7104,Malignant
test_7105,Malignant
test_7106,Malignant
test_7107,Benign
test_7108,Malignant
test_7109,Malignant
test_7110,Benign
test_7111,Benign
test_7112,Benign
test_7113,Benign
test_7114,Benign
test_7115,Malignant
test_7116,Malignant
test_7117,Benign
test_7118,Benign
test_7119,Benign
test_7120,Malignant
test_7121,Malignant
test_7122,Malignant
test_7123,Malignant
test_7124,Malignant
test_7125,Malignant
test_7126,Benign
test_7127,Benign
test_7128,Malignant
test_7129,Malignant
test_7130,Malignant
test_7131,Benign
test_7132,Malignant
test_7133,Benign
test_7134,Benign
test_7135,Benign
test_7136,Malignant
test_7137,Malignant
test_7138,Malignant
test_7139,Malignant
test_7140,Benign
test_7141,Malignant
test_7142,Benign
test_7143,Benign
test_7144,Benign
test_7145,Malignant
test_7146,Benign
test_7147,Malignant
test_7148,Malignant
test_7149,Benign
test_7150,Malignant
test_7151,Malignant
test_7152,Benign
test_7153,Benign
test_7154,Malignant
test_7155,Benign
test_7156,Benign
test_7157,Malignant
test_7158,Malignant
test_7159,Malignant
test_7160,Malignant
test_7161,Benign
test_7162,Malignant
test_7163,Malignant
test_7164,Benign
test_7165,Malignant
test_7166,Malignant
test_7167,Malignant
test_7168,Malignant
test_7169,Benign
test_7170,Benign
test_7171,Benign
test_7172,Benign
test_7173,Benign
test_7174,Malignant
test_7175,Benign
test_7176,Malignant
test_7177,Benign
test_7178,Benign
test_7179,Malignant
